company_name,location,job_title,experience_required,job_description,skills
PhonePe,Kochi,Software Engineer,2-5 years,"PhonePe is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Agile', 'Data Visualization']"
PhonePe,Kochi,Data Analyst,2-5 years,"PhonePe is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'APIs', 'Problem Solving']"
PhonePe,Chennai,Data Scientist,2-5 years,"PhonePe is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'APIs', 'Microservices']"
PhonePe,Bengaluru,Full Stack Developer,2-5 years,"PhonePe is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Microservices', 'Data Visualization']"
PhonePe,Hyderabad,DevOps Engineer,2-5 years,"PhonePe is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Communication', 'Cloud']"
PhonePe,Kochi,Cloud Engineer,2-5 years,"PhonePe is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Agile', 'Problem Solving']"
PhonePe,Chennai,AI/ML Engineer,2-5 years,"PhonePe is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Problem Solving', 'Data Visualization']"
PhonePe,Hyderabad,Cybersecurity Analyst,2-5 years,"PhonePe is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Data Visualization', 'Microservices']"
PhonePe,Kochi,Business Analyst,2-5 years,"PhonePe is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Agile', 'Data Visualization']"
PhonePe,Chennai,QA Engineer,2-5 years,"PhonePe is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Microservices', 'Agile']"
Swiggy,Kochi,Software Engineer,2-5 years,"Swiggy is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Data Visualization', 'Problem Solving']"
Swiggy,Chennai,Data Analyst,2-5 years,"Swiggy is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Communication', 'Cloud']"
Swiggy,Chennai,Data Scientist,2-5 years,"Swiggy is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Problem Solving', 'Communication']"
Swiggy,Kochi,Full Stack Developer,2-5 years,"Swiggy is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'APIs', 'Data Visualization']"
Swiggy,Kochi,DevOps Engineer,2-5 years,"Swiggy is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Problem Solving', 'Microservices']"
Swiggy,Kochi,Cloud Engineer,2-5 years,"Swiggy is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'APIs', 'Microservices']"
Swiggy,Bengaluru,AI/ML Engineer,2-5 years,"Swiggy is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Agile', 'Communication']"
Swiggy,Chennai,Cybersecurity Analyst,2-5 years,"Swiggy is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Microservices', 'Data Visualization']"
Swiggy,Chennai,Business Analyst,2-5 years,"Swiggy is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Cloud', 'APIs']"
Swiggy,Chennai,QA Engineer,2-5 years,"Swiggy is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Microservices', 'Cloud']"
Razorpay,Bengaluru,Software Engineer,2-5 years,"Razorpay is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Cloud', 'Problem Solving']"
Razorpay,Hyderabad,Data Analyst,2-5 years,"Razorpay is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Agile', 'Communication']"
Razorpay,Bengaluru,Data Scientist,2-5 years,"Razorpay is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Agile', 'Cloud']"
Razorpay,Bengaluru,Full Stack Developer,2-5 years,"Razorpay is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Microservices', 'Data Visualization']"
Razorpay,Chennai,DevOps Engineer,2-5 years,"Razorpay is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Microservices', 'Communication']"
Razorpay,Hyderabad,Cloud Engineer,2-5 years,"Razorpay is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'APIs', 'Communication']"
Razorpay,Chennai,AI/ML Engineer,2-5 years,"Razorpay is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Cloud', 'Problem Solving']"
Razorpay,Bengaluru,Cybersecurity Analyst,2-5 years,"Razorpay is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Problem Solving', 'Microservices']"
Razorpay,Bengaluru,Business Analyst,2-5 years,"Razorpay is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Data Visualization', 'Problem Solving']"
Razorpay,Bengaluru,QA Engineer,2-5 years,"Razorpay is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Cloud', 'APIs']"
Mphasis,Kochi,Software Engineer,2-5 years,"Mphasis is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Microservices', 'Communication']"
Mphasis,Chennai,Data Analyst,2-5 years,"Mphasis is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Communication', 'APIs']"
Mphasis,Hyderabad,Data Scientist,2-5 years,"Mphasis is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Cloud', 'Communication']"
Mphasis,Hyderabad,Full Stack Developer,2-5 years,"Mphasis is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Cloud', 'Microservices']"
Mphasis,Chennai,DevOps Engineer,2-5 years,"Mphasis is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Data Visualization', 'Microservices']"
Mphasis,Hyderabad,Cloud Engineer,2-5 years,"Mphasis is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Microservices', 'Communication']"
Mphasis,Bengaluru,AI/ML Engineer,2-5 years,"Mphasis is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'APIs', 'Problem Solving']"
Mphasis,Hyderabad,Cybersecurity Analyst,2-5 years,"Mphasis is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Data Visualization', 'APIs']"
Mphasis,Chennai,Business Analyst,2-5 years,"Mphasis is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Communication', 'Problem Solving']"
Mphasis,Bengaluru,QA Engineer,2-5 years,"Mphasis is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Agile', 'Problem Solving']"
UST,Bengaluru,Software Engineer,2-5 years,"UST is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Communication', 'Microservices']"
UST,Chennai,Data Analyst,2-5 years,"UST is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Problem Solving', 'APIs']"
UST,Bengaluru,Data Scientist,2-5 years,"UST is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Data Visualization', 'APIs']"
UST,Bengaluru,Full Stack Developer,2-5 years,"UST is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Data Visualization', 'Communication']"
UST,Hyderabad,DevOps Engineer,2-5 years,"UST is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Cloud', 'Microservices']"
UST,Hyderabad,Cloud Engineer,2-5 years,"UST is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Data Visualization', 'APIs']"
UST,Hyderabad,AI/ML Engineer,2-5 years,"UST is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Cloud', 'Agile']"
UST,Chennai,Cybersecurity Analyst,2-5 years,"UST is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Agile', 'Microservices']"
UST,Chennai,Business Analyst,2-5 years,"UST is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Data Visualization', 'Communication']"
UST,Chennai,QA Engineer,2-5 years,"UST is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Microservices', 'Cloud']"
Mindtree,Chennai,Software Engineer,2-5 years,"Mindtree is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'APIs', 'Communication']"
Mindtree,Hyderabad,Data Analyst,2-5 years,"Mindtree is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Data Visualization', 'Agile']"
Mindtree,Chennai,Data Scientist,2-5 years,"Mindtree is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'APIs', 'Microservices']"
Mindtree,Chennai,Full Stack Developer,2-5 years,"Mindtree is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Communication', 'APIs']"
Mindtree,Chennai,DevOps Engineer,2-5 years,"Mindtree is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Cloud', 'Microservices']"
Mindtree,Bengaluru,Cloud Engineer,2-5 years,"Mindtree is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Cloud', 'Agile']"
Mindtree,Hyderabad,AI/ML Engineer,2-5 years,"Mindtree is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'APIs', 'Agile']"
Mindtree,Bengaluru,Cybersecurity Analyst,2-5 years,"Mindtree is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Communication', 'Data Visualization']"
Mindtree,Kochi,Business Analyst,2-5 years,"Mindtree is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Problem Solving', 'Microservices']"
Mindtree,Bengaluru,QA Engineer,2-5 years,"Mindtree is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Agile', 'APIs']"
L&T Technology Services,Kochi,Software Engineer,2-5 years,"L&T Technology Services is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Communication', 'APIs']"
L&T Technology Services,Chennai,Data Analyst,2-5 years,"L&T Technology Services is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Agile', 'Communication']"
L&T Technology Services,Kochi,Data Scientist,2-5 years,"L&T Technology Services is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Data Visualization', 'APIs']"
L&T Technology Services,Chennai,Full Stack Developer,2-5 years,"L&T Technology Services is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Agile', 'APIs']"
L&T Technology Services,Hyderabad,DevOps Engineer,2-5 years,"L&T Technology Services is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Data Visualization', 'Cloud']"
L&T Technology Services,Kochi,Cloud Engineer,2-5 years,"L&T Technology Services is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Data Visualization', 'Agile']"
L&T Technology Services,Hyderabad,AI/ML Engineer,2-5 years,"L&T Technology Services is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Cloud', 'Microservices']"
L&T Technology Services,Kochi,Cybersecurity Analyst,2-5 years,"L&T Technology Services is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Data Visualization', 'Communication']"
L&T Technology Services,Chennai,Business Analyst,2-5 years,"L&T Technology Services is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Microservices', 'Problem Solving']"
L&T Technology Services,Chennai,QA Engineer,2-5 years,"L&T Technology Services is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Data Visualization', 'Microservices']"
Ashok Leyland,Chennai,Software Engineer,2-5 years,"Ashok Leyland is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Data Visualization', 'Communication']"
Ashok Leyland,Bengaluru,Data Analyst,2-5 years,"Ashok Leyland is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'APIs', 'Microservices']"
Ashok Leyland,Bengaluru,Data Scientist,2-5 years,"Ashok Leyland is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'APIs', 'Communication']"
Ashok Leyland,Kochi,Full Stack Developer,2-5 years,"Ashok Leyland is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Data Visualization', 'APIs']"
Ashok Leyland,Bengaluru,DevOps Engineer,2-5 years,"Ashok Leyland is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Data Visualization', 'Microservices']"
Ashok Leyland,Chennai,Cloud Engineer,2-5 years,"Ashok Leyland is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Agile', 'Communication']"
Ashok Leyland,Kochi,AI/ML Engineer,2-5 years,"Ashok Leyland is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Cloud', 'APIs']"
Ashok Leyland,Chennai,Cybersecurity Analyst,2-5 years,"Ashok Leyland is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Data Visualization', 'Communication']"
Ashok Leyland,Hyderabad,Business Analyst,2-5 years,"Ashok Leyland is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Agile', 'Data Visualization']"
Ashok Leyland,Hyderabad,QA Engineer,2-5 years,"Ashok Leyland is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Cloud', 'Data Visualization']"
TVS Motor Company,Bengaluru,Software Engineer,2-5 years,"TVS Motor Company is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Agile', 'Problem Solving']"
TVS Motor Company,Hyderabad,Data Analyst,2-5 years,"TVS Motor Company is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Data Visualization', 'APIs']"
TVS Motor Company,Bengaluru,Data Scientist,2-5 years,"TVS Motor Company is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Microservices', 'Data Visualization']"
TVS Motor Company,Hyderabad,Full Stack Developer,2-5 years,"TVS Motor Company is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'APIs', 'Problem Solving']"
TVS Motor Company,Hyderabad,DevOps Engineer,2-5 years,"TVS Motor Company is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'APIs', 'Agile']"
